MFLOPS   MFLOPS%         REAL_TIME       REAL_TIME%      PROC_TIME       PROC_TIME%      Nmax
8.7178112e-05    0.0000000e+00   2.4999999e-05   0.0000000e+00   2.4000001e-05  0.0000000e+00   1
7.6236726e-05    0.0000000e+00   1.8999999e-05   0.0000000e+00   1.8999999e-05  0.0000000e+00   2
5.4414472e-04    0.0000000e+00   1.5000000e-05   0.0000000e+00   1.4000000e-05  0.0000000e+00   4
2.6364193e-03    0.0000000e+00   2.1000000e-05   0.0000000e+00   2.1000000e-05  0.0000000e+00   8
5.8596398e-03    0.0000000e+00   7.7999997e-05   0.0000000e+00   7.5999997e-05  0.0000000e+00   16
6.9177824e-03    0.0000000e+00   5.1400001e-04   0.0000000e+00   5.1400001e-04  0.0000000e+00   32
7.1432515e-03    0.0000000e+00   4.0040002e-03   0.0000000e+00   3.9880001e-03  0.0000000e+00   64
7.2684521e-03    0.0000000e+00   3.1628001e-02   0.0000000e+00   3.1551000e-02  0.0000000e+00   128
8.9880751e-03    0.0000000e+00   2.5208101e-01   0.0000000e+00   2.5124401e-01  0.0000000e+00   256
1.2225362e-02    0.0000000e+00   2.0536270e+00   0.0000000e+00   2.0474169e+00  0.0000000e+00   512
1.2237880e-02    0.0000000e+00   1.6419106e+01   0.0000000e+00   1.6372641e+01  0.0000000e+00   1024
1.2394601e-02    0.0000000e+00   1.3260594e+02   0.0000000e+00   1.3217056e+02  0.0000000e+00   2048
1.4574784e-02    0.0000000e+00   1.0905212e+03   0.0000000e+00   1.0845507e+03  0.0000000e+00   4096
